aluminium	ammonia	arsenic	barium	cadmium	chloramine	chromium	copper	fluoride	bacteria	viruses	lead	nitrates	nitrites	mercury	perchlorate	radium	selenium	silver	uranium	is_safe
0.06	28.66	0.01	0.08	0.01	0.02	0.03	1.93	0.43	0.73	0.73	0.18	9.98	1.48	0.009	7.64	1.69	0.02	0.09	0.01	0
3.53	24.88	0.01	1.48	0.005	5.28	0.51	1.67	0.5	0	0	0.062	7.04	1.09	0.007	49.23	4.02	0.1	0.36	0.04	0
0.05	9.19	0.03	1.73	0.05	0.26	0	1.76	0.56	0.5	0.5	0.096	6.32	1.43	0.002	2.14	0.12	0.1	0.07	0.01	0
2.8	23.13	0.04	0.12	0.006	3.67	0.29	0.98	0.27	0.2	0.005	0.012	8.32	1.02	0.004	24.98	0.74	0.07	0.45	0.08	1
2.03	1.4	0.66	4.38	0.1	3.71	0.79	1.37	0.62	0	0	0.112	8.21	1.64	0.007	2.03	4.38	0.05	0.29	0.05	0
0.06	28.88	0.04	0.39	0.05	0.01	0.04	0.08	0.28	0	0.001	0.059	9.91	0.89	0.006	0.38	0.15	0.06	0.02	0.08	1
0.08	9.9	0.001	1.09	0.008	5.87	0.57	0.37	0.95	0.33	0.006	0.072	2.98	1.95	0.002	26.27	4.53	0.02	0.11	0.02	0
0.02	9.14	0.09	0.75	0.04	0.43	0.06	0.37	0.95	0.33	0.006	0.072	2.98	1.95	0.002	2.55	0.28	0.02	0.01	0.02	0
4.7	18.64	0.001	3.09	0.002	3.9	0.27	0.93	0.94	0	0	0.011	0.42	1.77	0.004	28.9	4.51	0	0.12	0.07	1
0.14	16.25	0.95	3.27	0.1	5.63	0.29	1.5	0.25	0.02	0	0.083	6.51	2.11	0.009	58.66	1.39	0.02	0.11	0	0
0.04	11.69	0.08	0.19	0.1	0.14	0.09	0.1	0.51	0	0	0.187	1.27	1.92	0.01	5.14	7.71	0.08	0.08	0	0
3.86	11.01	0.97	2.89	0.09	6.44	0.45	0.22	0.79	0	0.59	0.119	14.94	2.17	0.001	38.37	6.14	0.08	0.4	0.05	0
2.75	26.64	0.001	0.19	0.004	1.67	0.77	0.05	1.43	0.92	0.92	0.04	4.18	1.85	0.007	53.91	2.01	0.01	0.23	0.01	0
0.08	14.44	0.001	0.16	0.008	7.58	0.71	0.67	0.73	0.92	0.92	0.057	6.69	1.28	0.009	29.4	7.19	0.09	0.2	0	0
0.01	24.78	0.11	1.81	0.01	5.3	0.51	0.06	0.5	0.89	0.89	0.062	7.76	1.41	0.007	50.29	4.02	0.1	0.36	0.04	0
0.37	28.26	0.27	4.41	0.1	0.52	0.76	0.4	0.34	0.65	0.65	0.013	1.98	1.28	0.003	29.11	4.91	0.01	0.36	0.02	0
0.09	18.43	0.01	0.74	0.05	0.28	0.09	0.06	0.78	0.89	0.89	0.09	17.59	0.24	0.004	11.23	6.4	0.01	0.03	0.09	0
0.03	6.18	0.05	0.26	0.05	0.05	0.01	1.89	1.38	0	0	0.033	14.92	1.87	0.009	0.05	2.28	0	0.05	0.02	0
2.82	23.76	0.03	0.76	0.007	2.91	0.51	1.38	1.26	0.48	0.007	0.152	3.95	1.52	0.01	30.36	0.53	0.06	0.09	0.06	1
0.29	23.19	0.03	2.69	0.006	4.94	0.76	1.85	1.24	0.75	0.75	0.124	1.91	1	0.008	24.84	3.19	0.08	0.37	0.06	0
0.06	1.15	0.01	0.12	0.08	0.07	0.02	0.51	0.91	0.7	0.7	0.041	13.57	1.46	0.005	7.03	0.41	0.02	0.08	0.07	0
0.1	16.67	0.1	0.42	0.08	0.03	0.06	1.21	1.21	0.83	0.83	0.105	8.61	1.93	0.003	3.86	0.12	0.04	0.07	0.05	0
0.06	0.51	0.03	0.83	0.07	0.06	0.04	0.89	0.61	0.01	0.001	0.117	12.55	1.36	0.004	2.3	0.22	0.02	0.08	0.06	0
0.07	0.88	0.1	0.96	0.06	0.1	0.1	1.78	1.17	0.28	0.002	0.035	0.92	1.15	0.009	1.1	0.89	0	0.04	0.02	0
0.07	21.47	0	0.27	0.09	0.46	0.04	0.09	1.2	0	0.006	0.155	15.05	0.9	0.009	6.58	3.33	0.05	0.01	0	0
0.27	19.19	0.97	1.01	0.03	4.83	0.35	1.37	0.65	0.09	0.006	0.034	11.13	1.95	0.008	47.85	6.75	0.06	0.42	0.02	0
0.12	24.97	0.84	4.02	0.11	1.07	0.79	0.72	0.87	0.17	0.001	0.033	19.46	1.23	0.004	27.52	0.4	0.08	0.31	0.04	0
3.98	4.79	0.46	2.37	0.05	3.65	0.4	1.49	1.05	0.57	0.57	0.196	6.78	1.75	0.003	33.28	6.43	0.01	0.31	0.08	0
0.06	18.97	0.21	2.17	0.1	4.85	0.65	0.73	0.82	0	0	0.122	2.22	1.66	0.007	37.91	2.87	0.1	0.01	0.04	0
0.01	28.12	0.07	0.96	0.03	0.47	0.08	0.21	1.04	0	1	0.105	5.33	0.68	0.009	11.88	0.47	0.06	0.03	0.03	0
3.99	21.48	0.48	3.73	0.04	5.89	0.08	0.35	1.43	0	0	0.061	18.72	1.12	0.004	49.94	2.9	0.05	0.46	0.03	0
0.08	5.7	0.09	1.45	0.03	0.27	0.02	0.05	1.34	0	0	0.037	6.65	1.27	0.01	0.19	4.53	0.05	0.08	0.08	0
0.08	9.91	0.02	0.57	0.1	0.01	0.04	0.08	0.31	0	0	0.102	2.07	1.71	0.001	3.49	5.01	0.02	0.08	0.03	0
0.03	1.42	0.01	3.27	0.04	0.12	0.08	0.86	1.29	0.39	0.005	0.016	11.46	1.89	0.008	9.01	0.81	0.01	0.09	0.04	0
0.01	19.16	0.05	1.86	0.07	0.07	0.06	0.02	0.04	0.46	0	0.046	11.83	1.52	0.007	2.33	2.06	0.1	0.08	0.07	0
0.02	20.01	0.89	2.51	0.08	5.65	0.41	0.09	0.98	0.07	0.008	0.107	4.66	2.15	0.007	49.96	1.63	0.09	0.16	0.02	0
3.4	12.21	0.24	1.19	0.05	5.64	0.8	0.03	0.93	0.62	0.62	0.05	19.6	1.93	0.001	31.45	4.21	0.06	0.07	0.02	1
0.06	29.06	0	0.88	0.04	0.17	0.03	0	1.46	0	0.76	0.083	4.07	0.17	0.009	3.27	0.81	0.07	0.09	0.06	0
2.97	23.49	0.67	4.29	0.12	3.58	0.11	1.17	0.27	0.26	0.005	0.013	18.26	2.14	0.001	51.66	4.29	0.02	0.42	0.08	0
0.01	6.71	0.01	1.66	0.009	1.82	0.14	1.63	0.26	0.61	0.61	0.142	2.11	1.47	0.006	10.56	1.2	0	0.45	0	0
0.03	20.35	0.01	1.47	0.003	3.09	0.52	1.68	1.4	0.16	0.005	0.164	10.88	1.54	0.005	19.88	4.21	0.09	0.17	0.06	0
0.01	4.19	0.06	0.4	0.1	0.05	0.06	0.58	1.32	0	0	0.118	9.73	1.61	0.005	0.23	3.41	0.04	0.04	0.06	0
0.04	20.35	0.04	0.46	0.1	0.1	0.09	0.83	1.09	0.34	0.005	0.084	6.64	0.09	0.001	0.09	1.79	0.06	0.01	0.01	0
0.06	22.81	0.58	1.38	0.08	4.21	0.37	0.07	0.69	0.22	0.002	0.054	10.57	1.21	0.007	4.2	6.7	0.09	0.37	0.04	0
0.06	18.55	0.01	3.59	0.008	5.35	0.13	1.04	0.09	0.83	0.83	0.151	17.52	1.69	0.006	7.6	3.29	0.07	0.35	0.05	0
0.02	15.55	0.08	1.97	0.02	0.3	0.02	0.02	1.24	0	0.006	0.193	17.29	0.91	0.001	1.47	0.08	0.09	0.01	0.05	0
0.01	13.07	0.01	0.26	0.03	0.07	0.06	0.99	0.31	0.01	0.007	0.19	10.63	1.28	0.003	0.86	0.3	0.04	0.05	0.04	0
0.93	11.02	0.73	1.04	0.09	4.61	0.85	1.1	1.48	0	0	0.147	8.52	1.56	0.007	31.88	1.2	0.02	0.27	0.02	0
0.04	21.38	0.07	0.31	0.08	0.01	0.03	0.07	0.58	0	0.52	0.011	18.4	0.8	0.009	4.43	0.75	0.08	0.09	0.08	0
0.06	15.49	0.05	0.17	0.06	0.07	0.08	0.03	1.01	0.68	0	0.198	12.38	1.16	0.007	5.43	1.02	0.03	0.05	0.06	0
0.03	20.64	0.03	2.6	0.008	7.24	0.61	1.23	1.44	0.56	0.56	0.012	9.42	1.74	0.004	36.23	3.22	0.07	0.18	0.08	0
0.13	22.19	0.08	2.26	0.02	2.72	0.46	0.24	0.66	0.09	0.008	0.17	16.65	1.63	0.006	4.5	0.68	0.02	0.09	0.02	1
0.08	11.3	0.09	2.48	0.08	0.08	0.03	0.91	0.65	0	0.51	0.023	16.7	0.8	0.006	0.53	4.44	0.03	0.07	0.03	0
4.04	0.98	0.02	1.62	0.004	4.54	0.24	1.66	0.64	0.1	0.002	0.124	12.21	1.06	0.007	24.01	3.65	0.05	0.37	0.02	1
0.02	25.23	0.09	0.33	0.07	0.08	0.06	0.05	0.05	0	0.002	0.018	10.88	0.8	0.005	0.71	3.44	0.05	0.05	0.05	0
0.06	2.21	0.001	3.53	0.002	0.88	0.64	1.26	0.83	0.77	0.77	0.09	11.38	1.68	0.004	31.6	2.75	0.09	0.24	0.08	0
0.02	9.6	0.05	2.15	0.06	0.05	0.03	0.55	1.27	0	0.61	0.087	17.21	0.7	0.009	6.12	0.61	0.09	0.04	0.05	0
0.02	26.06	0.02	0.76	0.05	0	0.08	0.08	0.29	0	0.96	0.167	15.05	0.26	0.002	2.43	5.8	0.06	0.06	0.06	0
3.03	13.84	0.01	3.92	0.005	7.81	0.41	1.97	0.61	0.52	0.52	0.095	13.32	1.74	0.005	48.78	2.95	0.01	0.12	0.02	0
0.02	8.09	0.06	0.36	0.05	0.04	0.08	0.05	0.95	0	0.62	0.021	10.39	0.17	0.005	3.29	5.31	0.08	0.01	0.07	0
0.1	6.36	0.01	2.74	0.03	0.48	0.06	0.33	0.22	0.31	0.008	0.163	11.01	1.1	0.007	3.68	0.27	0.04	0.02	0.06	0
0.07	5.72	0.01	0.29	0.02	0.06	0.02	0.05	1.32	0	0	0.103	14.4	1.69	0.01	0.39	5.29	0.06	0.09	0	0
0.01	18.92	0.4	2.43	0.11	6.32	0.57	0.07	0.44	0.84	0.84	0.001	12.03	2.47	0.003	13.31	7.31	0.02	0.44	0.05	0
0.04	22.56	0.05	0.84	0.02	0.25	0.01	0.72	0.09	0	0.003	0.166	16.59	0.15	0.009	1.41	3.35	0.01	0.03	0.09	0
0.03	9.19	0.03	0.15	0.01	0.04	0.08	0.1	0.29	0	0.78	0.185	12.75	0.48	0.006	3.05	0.76	0.03	0.06	0.04	0
3.52	23.19	0.03	2.69	0.006	4.94	0.76	1.85	1.24	0.75	0.75	0.124	1.91	1	0.008	24.84	3.19	0.08	0.37	0.06	1
0	7.23	0.03	1.46	0.007	3.61	0.26	1.86	0.42	0.15	0.003	0.115	5.58	1.97	0.005	17.72	6.36	0.06	0.27	0.06	1
0.08	22.42	0.02	2.12	0.01	0.04	0.04	0.1	1.33	0.05	0.001	0.166	11.59	0.03	0.006	3.62	0.06	0.07	0.06	0.08	0
4.02	9.59	0.9	4.26	0.05	6.79	0.12	1.44	0.63	0	0.004	0.162	16.51	1.85	0.003	21.68	7.28	0.02	0.24	0.02	0
0	18.86	0.07	1.1	0.08	0.48	0.08	0.67	1.26	0.38	0.007	0.105	18.85	1.67	0	0	0.04	0.08	0.03	0.02	0
0.06	16.72	0.01	1	0.01	0.01	0.01	0.06	0.85	0	0	0.124	13.16	0.1	0.001	11.98	0.05	0.08	0.01	0.05	0
2.96	23.6	0.02	3.32	0.001	6.53	0.9	0.8	0.63	0.48	0.007	0.112	9.87	1.43	0.001	44.08	2.24	0.03	0.3	0.05	0
0.08	21.63	0.01	0.35	0.04	0.12	0.08	0.01	0.71	0	0.85	0.079	0.21	0.11	0.005	3.79	0.49	0.05	0.06	0.01	0
0.1	9	0.04	0.32	0.02	0.37	0.08	0.04	0.28	0	0.53	0.182	18.6	0.19	0.009	0.08	0.83	0.08	0.06	0.09	0
0.01	16.67	0.08	0.81	0.02	0.22	0.08	0.88	0.12	0.87	0.87	0.143	13.48	1.73	0.009	3.62	0.44	0.07	0.04	0.02	0
0.02	8.99	0.08	0.1	0	0.01	0.04	0.99	1.12	0.02	0.006	0.004	17.01	0.61	0.007	1.24	0.8	0.02	0.05	0.01	0
0.09	14.39	0.02	0.73	0.08	5.44	0.19	0.04	0.95	1	1	0.001	18.05	2.01	0.008	6.07	3.83	0	0.49	0.09	0
0.05	0.13	0.03	0.16	0.03	0	0.02	0.04	1.19	0	0.003	0.13	4.22	0.96	0.009	0.37	0.21	0.07	0.06	0.06	1
0.08	14.26	0.05	0.48	0.09	0.24	0.02	1.3	0.95	1	1	0.133	17.98	1.87	0.008	2.17	1.18	0	0.06	0.09	0
3.98	27.2	0.23	1.2	0.03	8.13	0.83	1.63	0.67	0	0.008	0.143	6.44	1.32	0.008	10.37	4.45	0.02	0.17	0.03	0
0.08	9.17	0.05	1.46	0.008	0.14	0.44	1.43	1.35	0.27	0.004	0.026	7.13	1.97	0.009	9.71	6.8	0.07	0.34	0.06	0
1.7	8.98	0.31	3.52	0.01	0.72	0.83	0.17	0.05	0	0	0.054	16.86	1.28	0.007	32.64	6.78	0.08	0.34	0.02	0
0.07	4.73	0.02	0.39	0.05	0.2	0.05	1.44	0.58	0	0	0.066	1.21	1.37	0.003	0.01	0.49	0.05	0.06	0.02	0
0.07	17.56	0.06	0.55	0.07	0.11	0.07	1.37	1.39	0.27	0.002	0.108	4.13	1.9	0.002	7.57	0.07	0.01	0.03	0.04	0
0.06	0.24	0.07	0.81	0.07	0.16	0.09	1.3	1.06	0.55	0.55	0.1	3.34	1.58	0.007	1.89	3.11	0.02	0.09	0.04	0
0.05	12.53	0.48	3.25	0.05	1.16	0.18	0.02	0.27	0.08	0.006	0.131	12.5	1.89	0.001	54.01	6.15	0.02	0.42	0.05	0
3.6	25.94	0.53	2.07	0.12	0.09	0.34	0.37	1.29	0	0	0.122	12.88	1.08	0.007	6.99	2.73	0.04	0.03	0.08	0
4.27	5.39	0.04	2.91	0.006	6.5	0.21	1.54	0.82	0	0	0.145	7.01	1.57	0.003	14.92	5.87	0.02	0.21	0.07	1
0	5.45	0.02	2.79	0.008	5.64	0.29	0.67	0.25	0.74	0.74	0.169	6.98	1.39	0.001	41.33	3.08	0.06	0.49	0.02	0
0.07	2.59	0.06	0.26	0.06	0.06	0.03	0.1	0.14	0	0	0.155	6.41	2.12	0.01	3.96	1.05	0.02	0.04	0.02	0
1.49	20.33	0.04	0.72	0.001	7.21	0.55	0.4	1.09	0.65	0.65	0.14	2.98	1.06	0.005	15.26	6.08	0.08	0.48	0.04	1
0.58	4.76	0.62	2.44	0.03	1.87	0.26	1.28	0.99	0.42	0.002	0.001	4.01	1.12	0.005	19.48	5.69	0.02	0.28	0.06	0
0.02	25.46	0.05	0.87	0.09	0.1	0	0.01	0.15	0	0.72	0.013	8.83	0.26	0.008	0.13	2.06	0.06	0.09	0.09	0
0.06	15.54	0.01	0.95	0.1	0.1	0.04	0.04	0.35	0	0.89	0.165	2.73	0.39	0.007	6.16	0.95	0.09	0.04	0.08	0
2.39	19.8	0.93	3.3	0.01	4.58	0.26	0.08	0.34	0	0	0.146	8.72	1.56	0.006	42.76	2.41	0.09	0.12	0.05	0
0.05	6.83	0.03	0.83	0.04	0.4	0.02	0.02	1.14	0	0.001	0.033	2.76	0.16	0.001	0.25	0.4	0.08	0.06	0.05	0
0.04	26.67	0.76	0.41	0.05	7.86	0.15	1.65	0.08	0.51	0.51	0.025	14.59	1.82	0.002	3.58	4.41	0.08	0.34	0.06	0
3.34	24	0.71	3.68	0.12	4.06	0.56	0.92	1.09	0	0.75	0.085	6.69	1.5	0.009	55.25	1.78	0.05	0.42	0.01	0
0.19	27.2	0.66	1.5	0.04	1.76	0.88	0.08	1.33	0.37	0.003	0.077	17.73	2.21	0.007	32.78	5.13	0.05	0.2	0.06	0
2.74	16.83	0.03	3.51	0.002	4.73	0.41	0.66	0.4	0.25	0.003	0.144	7.36	1.56	0.01	56.08	2.73	0.09	0.45	0.04	0
0.06	13.53	0	0.02	0.05	0.07	0.03	0.02	0.99	0.05	0.003	0.078	15.07	0.48	0.006	0.7	5.69	0.07	0.02	0.01	0
1.13	12.27	0.02	1.05	0.006	7.43	0.66	1.63	0.27	0	0	0.166	0.02	1.03	0.003	30.52	0.24	0	0.06	0.05	1
0.01	23.69	0	1.63	0.03	0.06	0.05	1.35	1.03	0.04	0.007	0.067	13.95	0.52	0	1.98	0.76	0.05	0.02	0	0
0.04	0.41	0.02	0.86	0.05	0.04	0.02	1.21	0.32	0.01	0.004	0.021	1.41	1.09	0.002	3.5	1.54	0	0	0.02	0
0.07	28.1	0.04	0.25	0.01	0.2	0.01	1.38	0.63	0.97	0.97	0.017	3.83	1.39	0.004	0.44	0.29	0.04	0.01	0.06	0
0.09	14.71	0.09	0.7	0.06	0.34	0.04	0.69	1.06	0.89	0.89	0.061	1.85	0.82	0	4.75	0.12	0.01	0.06	0.06	0
0.01	2.08	0.08	0.63	0.07	0.27	0.09	1.6	0.16	0.02	0.003	0.178	16.75	0.61	0.002	1.96	3.12	0.03	0.07	0.01	0
0.08	14.84	0.02	1.52	0.004	5.19	0.18	0.69	1.06	0.89	0.89	0.061	1.6	1.27	0	50.99	5.22	0.01	0.21	0.06	0
0.02	28.76	0.08	0.77	0.03	0.05	0.01	0.03	0.43	0	0.94	0.07	3.72	0.88	0.003	4.88	1.11	0.07	0.01	0.06	0
0.02	15.62	0.02	3.18	0.002	1.28	0.52	1.64	0.86	0.64	0.64	0.032	10.07	1.74	0.006	54.15	6.46	0.03	0.35	0.06	0
0.04	18.06	0.04	2.22	0.008	6.92	0.61	1.95	0.48	0.13	0.001	0.095	14.52	1.39	0.002	25.83	4.2	0.09	0.08	0.03	0
0.06	7.96	0.05	0.97	0.06	0.03	0.07	0.98	0.23	0.93	0.93	0.164	5.3	1.77	0.007	3.71	0.6	0.06	0.08	0.05	0
0.25	5.5	0.18	2.32	0.06	1.4	0.62	1.88	0.33	0.13	0.007	0.021	18.93	1.81	0.007	54.24	2.84	0.1	0.24	0.08	0
0.07	22.27	0.03	0.67	0.05	0.03	0.07	0.96	1.41	0.99	0.99	0.13	11.43	1.33	0.001	0.13	1.31	0.01	0	0.03	0
0.01	16.78	0.78	0.93	0.13	5.18	0.74	0.02	0.19	0.76	0.76	0.001	4.69	1.34	0.008	3.56	3.65	0.03	0.38	0.08	0
0.13	19.15	0.36	4.09	0.08	5.4	0.64	0.05	0.4	0.74	0.74	0.012	13.6	2.13	0	51.84	5.77	0.06	0.46	0	0
0.04	19.06	0.06	0.1	0.09	0.03	0.1	1.38	0.13	0.36	0.002	0.117	18.84	1.2	0.001	6.69	0.58	0.08	0.05	0.01	0
0.06	17.18	0.97	3.6	0.01	3.88	0.14	0.39	0.1	0.15	0.002	0.033	16.63	1.74	0.008	41.32	3.01	0.06	0.18	0.04	0
0.08	9.86	0	0.89	0.05	0.34	0.08	0.08	0.54	0.2	0	0.147	9.51	1.72	0	1.8	5.34	0	0.02	0	0
0.06	1.08	0.06	0.92	0.06	0.69	0.09	0.4	1.41	0.82	0.82	0.023	8.86	0.76	0	0.05	2.33	0.09	0.07	0.02	0
0.27	28.71	0.02	1.12	0.002	3.48	0.78	1.59	1.01	0.3	0.008	0.052	0.29	1.75	0.004	27.89	4.96	0.08	0.27	0.08	0
1.25	5.54	0.04	1.33	0.004	5.47	0.72	1.05	0.15	0	0	0.154	12.44	1.33	0.006	51.38	0.02	0.06	0.45	0.01	0
1.55	11.3	0.02	3.14	0.007	7.52	0.03	0.1	1.38	0	0	0.033	7.43	1.55	0.007	19.77	2.42	0.09	0.26	0.02	1
0.01	14.34	0.1	0.32	0.07	0.12	0.02	1.28	0.87	0.9	0.9	0.024	13.96	0.45	0.008	0.27	0.01	0.06	0.09	0.02	0
0.22	29.16	0.72	3.49	0.03	7.09	0.41	0.09	0.71	0.84	0.84	0.001	9.15	1.92	0.004	18.74	2.21	0.08	0.19	0.01	0
0.09	21.66	0.43	3.23	0.12	0.93	0.59	0.08	1.19	0.7	0.7	0.157	11.16	1.4	0	34.14	6.7	0.04	0.42	0.02	0
1.25	21.3	0.14	1.61	0.04	6.68	0.82	1.97	0.85	0	0.56	0.096	18.98	1.56	0.003	14.19	6.2	0.02	0.21	0.03	0
0	2.78	0.08	0.73	0.05	0.27	0.08	0.01	1.17	0.43	0	0.091	14.95	1.02	0.009	12.74	0.54	0.03	0.04	0.04	0
4.13	0.59	0.02	3.91	0.001	1.77	0.34	0.04	0.61	0.21	0.001	0.089	9.19	1.07	0.004	38.32	3.97	0.04	0.32	0.06	1
0.04	17.87	0.06	0.03	0.04	0.11	0.08	0.04	0.95	0	0	0.16	12.47	1.33	0.002	0.06	0.15	0.05	0.06	0.04	0
0	23.08	0.06	2.59	0.1	0.79	0.8	1.39	0.66	0.7	0.7	0.126	9.33	1.39	0.003	9.43	0.72	0	0.33	0	0
0.05	17.33	0.02	0.48	0.08	0.06	0.07	0.04	0.05	0	0.009	0.111	15.01	0.48	0.006	4.15	2.51	0.05	0.08	0.03	0
0.09	28.4	0.59	3.96	0.01	3.99	0.63	0.09	1.37	0.31	0.002	0.197	14.15	1.2	0.005	16.29	2.13	0.09	0.05	0.03	0
0.01	11.14	0.06	1.84	0.1	0.03	0.09	0.91	0.65	0.51	0.51	0.023	16.27	1.63	0.006	3.56	4.42	0.03	0.07	0.03	0
0.09	5.85	0.05	0.14	0.06	0.01	0.03	0.03	0.15	0.09	0	0.165	16.08	1.5	0.003	2.16	2.47	0.01	0.04	0	0
0.01	2.82	0.06	0.52	0.1	0.08	0.06	0.08	0.03	0	0	0.061	14.56	1.64	0.003	5.14	5.06	0.09	0.02	0.04	0
0.04	2.22	0.05	0.59	0.08	0.45	0.07	0.1	0.33	0	0	0.16	5.85	1.39	0.003	3.99	4.33	0.02	0.06	0.07	0
0.07	0.97	0.02	0.64	0.05	0.06	0.01	0.31	1.29	0	0.56	0.026	17.62	0.95	0.002	0.36	0.75	0.02	0.07	0.08	0
2.3	11.54	0.49	3.76	0.03	5.86	0.64	0.4	0.27	0.42	0.008	0.062	4.77	1.58	0.009	15.48	7.76	0.06	0.03	0.09	0
0.08	23.16	0.09	1.64	0.05	0.03	0.04	0.15	0.52	0.45	0.008	0.025	18.71	0.85	0.009	1.39	5.83	0.09	0.06	0.04	0
0.08	0.1	0.01	2.76	0.06	0.1	0.09	0.04	0.61	0.21	0.001	0.089	9.19	1.07	0.004	1.04	0.37	0.04	0.06	0.06	0
0.27	24.27	0.44	0.8	0.06	5.31	0.36	0.08	0.63	0.59	0.59	0.146	3.02	1.44	0.008	45.12	1.68	0.07	0.37	0.07	0
0.07	17.68	0.06	0.69	0.09	0.41	0.07	0.05	1.28	0	0.93	0.184	10.89	0.49	0.003	2.96	4.51	0.09	0.06	0.09	0
0.09	11.43	0.01	1.04	0.001	6.81	0.87	0.92	1.2	0.2	0.002	0.01	18.55	1.93	0.002	22.43	4.58	0.01	0.2	0.04	0
0.06	25.62	0.24	3.84	0.11	6.66	0.89	0.08	1.27	0	0.001	0.117	13.78	1.94	0.005	26.87	4.06	0.1	0.33	0.03	0
0.04	0.28	0.02	1.71	0.003	5.17	0.86	1.96	0.84	0.37	0.006	0.007	3.65	1.35	0.01	48.75	5.48	0.1	0.15	0.01	0
0	10.9	0.07	0.28	0.09	0.29	0.06	0.07	0.81	0	0	0.066	5.51	1	0	8.74	5.73	0.07	0.02	0.02	0
0.04	5.04	0.06	0.3	0.03	0.16	0	0.66	0.59	0.65	0.65	0.194	14.03	1.53	0.008	2	5.25	0.09	0.03	0.04	0
0.05	25.05	0.01	1.98	0.06	0.09	0	1.58	0.15	0.72	0.72	0.013	8.83	1.22	0.008	1.86	1.62	0.06	0	0.09	0
0.02	7.47	0.001	2.26	0.001	3.41	0.43	1.22	0.33	0.23	0.001	0.151	1.67	1.8	0	53.36	2.61	0.1	0.38	0.02	0
0.01	15.71	0.05	0.9	0.07	0.04	0.08	1.64	0.61	0	1	0.038	11.56	0.46	0.006	0.1	2.07	0.02	0.01	0.08	0
0.04	17.79	0.48	3.86	0.12	3.04	0.33	0.06	1.49	0.13	0.007	0.001	16.1	1.75	0.009	16.81	7.47	0.06	0.2	0.02	0
0.07	19.23	0.66	2.06	0.1	2.66	0.42	0.38	0.47	0.04	0.007	0.176	19.08	1.95	0.008	8.15	7.17	0.06	0.45	0.02	0
0.09	27.17	0.03	0.6	0.05	0.24	0.06	0.47	1.02	0	0	0.02	19.07	0.27	0.007	8.51	0.81	0.07	0.01	0.08	0
0.02	26.9	0.01	1.75	0.08	0.09	0.05	1.69	0.98	0.28	0.004	0.181	5.92	1.79	0.008	2.5	1.51	0.07	0.01	0.01	0
4.57	25.84	0.01	3.04	0.002	2.78	0.72	0.46	1.41	0.08	0.006	0.049	9.64	1.43	0.006	36.57	4.55	0.03	0.19	0	0
0.02	23.8	0.08	0.71	0.05	0.14	0.08	1.43	0.63	0.59	0.59	0.146	3.24	0.85	0.008	5.85	0.32	0.07	0.05	0.07	0
2.11	17.03	0.02	0.88	0.009	7.78	0.88	1.15	0.34	0.85	0.85	0.065	17.86	1.53	0.003	19.4	1.14	0.1	0.4	0.01	1
0.07	23.73	0.05	0.46	0.05	0.03	0.1	0.09	0.01	0	0.95	0.006	0.67	0.12	0.01	10.46	1.71	0.04	0.07	0.08	0
0.03	3.16	0.08	1.07	0.09	0.15	0.08	1.2	1.45	0.49	0.001	0.091	13.66	1.66	0.001	1.43	0.14	0.04	0.05	0.09	0
1.44	19.86	0.26	4.1	0.07	6.85	0.24	1.23	0.35	0	0.89	0.12	18.3	1.28	0.01	46.04	3.62	0.07	0.23	0.03	0
0.07	1.34	0.02	1.99	0.005	4.02	0.15	1.43	0.68	0.42	0.005	0.108	16.61	1.58	0.001	36.04	2.6	0.04	0.2	0.01	0
0.02	15.42	0.1	2.03	0.04	0.1	0.03	1.35	1.24	0	0.006	0.193	18.01	0.64	0.001	8.13	0.82	0.09	0.07	0.05	0
0.06	26.45	0.01	3.95	0.001	7.89	0.55	1.62	1.48	0.99	0.99	0.162	1.6	1.38	0.003	49.62	7.87	0.02	0.31	0.04	0
0.39	23.54	0.001	2.29	0.007	7.06	0.4	1.19	0.52	0	0	0.057	13.75	1.41	0.005	52.36	3.1	0.07	0.31	0.08	0
0.04	23.32	0.03	0.97	0.1	0.05	0	1.76	0.74	0.32	0.002	0.048	12.08	0.1	0.004	0.4	0.77	0.07	0.08	0.01	0
3.29	14.1	0.01	2.39	0.006	4.36	0.36	1.6	0.15	0.91	0.91	0.01	14.1	1.53	0.006	30.49	2.96	0.04	0.33	0	1
0.05	27.95	0.07	2.87	0.07	0.24	0.07	0.52	0.22	0	0.69	0.064	13.53	0.56	0.004	2.9	5.62	0.03	0.04	0.07	0
0.08	1.34	0.02	1.82	0.005	3.95	0.8	1.99	0.48	0.33	0.001	0.05	17.88	1.28	0	22.76	6.66	0.09	0.16	0	0
0.28	12.16	0.92	4.29	0.12	3.68	0.47	0.13	1.29	0.82	0.82	0.072	12.83	1.51	0.006	26	1.45	0.02	0.31	0.04	0
0.05	26.22	0.03	2.86	0.008	7	0.63	1.65	0.5	0.09	0.006	0.18	3.63	1.39	0.001	53.06	4.28	0.08	0.03	0.07	0
0.07	19.64	0.07	0.56	0.05	0.07	0.07	1.93	0.23	0.42	0.006	0.195	13.79	1.15	0.001	0.1	4.54	0.09	0.07	0.08	0
0.05	10.01	0.82	0.8	0.09	5.23	0.44	0.08	0.9	0.95	0.95	0.014	17.77	1.29	0.007	22.63	6.55	0.1	0.19	0.04	0
